anio,mes,cliente,producto,categoria,marca,cantidad_vendida,valor_venta,region,canal
2019,6,VIVANDA,Gloria Leche,Bebidas,Backus,645,677.46,Iquitos,Minorista
2019,9,METRO,Gloria Leche,Bebidas,Nestlé,105,1506.97,Trujillo,Minorista
2022,3,METRO,Dento,Alimentos,Procter & Gamble,88,1437.24,Arequipa,Minorista
2019,10,WONG,Donofrio Helado,Higiene,Alicorp,50,3221.4,Lima,Supermercado
2023,4,WONG,Inca Kola,Alimentos,Backus,106,1642.43,Piura,Supermercado
2021,5,PLAZA VEA,Casino Galleta,Higiene,Procter & Gamble,187,888.57,Iquitos,Supermercado
2023,11,VIVANDA,Ariel Detergente,Limpieza,Nestlé,391,2273.5,Cusco,Mayorista
2025,10,VIVANDA,Donofrio Helado,Alimentos,Alicorp,684,2491.94,Huancayo,Mayorista
2023,11,VIVANDA,Donofrio Helado,Higiene,Procter & Gamble,969,188.4,Trujillo,Tienda Independiente
2025,6,TOTTUS,Galletas Field,Higiene,Backus,690,729.98,Piura,Tienda Independiente
2019,10,MAYORISTA10,San Jorge Arroz,Alimentos,Procter & Gamble,677,1707.54,Iquitos,Minorista
2023,10,TOTTUS,Galletas Field,Higiene,Nestlé,309,3891.77,Piura,Minorista
2019,3,MAYORISTA10,Gloria Leche,Bebidas,Procter & Gamble,995,1929.33,Iquitos,Tienda Independiente
2021,12,VIVANDA,Dento,Limpieza,Gloria,860,1180.38,Iquitos,Minorista
2019,2,MAKRO,Casino Galleta,Bebidas,Nestlé,112,1195.73,Lima,Mayorista
2023,1,MAKRO,Galletas Field,Limpieza,Procter & Gamble,900,4998.49,Huancayo,Tienda Independiente
2019,1,TOTTUS,Ariel Detergente,Higiene,Gloria,901,4481.32,Chiclayo,Supermercado
2023,8,VIVANDA,Dento,Alimentos,Nestlé,689,3924.28,Piura,Mayorista
2020,1,MAYORISTA10,Donofrio Helado,Bebidas,Backus,594,2522.83,Chiclayo,Supermercado
2023,11,VIVANDA,San Jorge Arroz,Alimentos,San Jorge,971,4859.42,Chiclayo,Supermercado
2024,6,METRO,Donofrio Helado,Limpieza,Procter & Gamble,570,2354.13,Trujillo,Mayorista
2020,3,VIVANDA,Galletas Field,Higiene,Nestlé,44,4205.12,Piura,Minorista
2023,3,WONG,Dento,Higiene,Alicorp,506,3525.23,Arequipa,Supermercado
2022,12,WONG,Galletas Field,Limpieza,San Jorge,620,4041.88,Piura,Mayorista
2021,7,WONG,Gloria Leche,Bebidas,Nestlé,781,3634.52,Huancayo,Supermercado
2021,11,MAYORISTA10,Galletas Field,Limpieza,Gloria,296,1999.7,Piura,Mayorista
2021,3,MAYORISTA10,San Jorge Arroz,Limpieza,Gloria,508,4549.24,Arequipa,Supermercado
2023,4,MAYORISTA10,Ariel Detergente,Limpieza,San Jorge,340,435.98,Lima,Tienda Independiente
2025,10,METRO,San Jorge Arroz,Alimentos,Backus,434,1532.77,Chiclayo,Tienda Independiente
2024,6,WONG,Ariel Detergente,Bebidas,Procter & Gamble,73,3112.78,Piura,Supermercado
2025,11,MAKRO,Inca Kola,Alimentos,Gloria,291,1616.98,Chiclayo,Tienda Independiente
2023,2,TOTTUS,Casino Galleta,Limpieza,Gloria,891,1153.62,Trujillo,Supermercado
2023,6,PLAZA VEA,Dento,Bebidas,Alicorp,492,4044.94,Arequipa,Supermercado
2022,11,VIVANDA,Donofrio Helado,Alimentos,Alicorp,454,1248.72,Arequipa,Mayorista
2023,4,MAKRO,Dento,Bebidas,Gloria,546,1098.26,Iquitos,Minorista
2020,4,MAKRO,Inca Kola,Higiene,San Jorge,888,4219.47,Chiclayo,Minorista
2019,10,METRO,Ariel Detergente,Limpieza,Procter & Gamble,26,4781.54,Chiclayo,Minorista
2020,5,VIVANDA,Casino Galleta,Limpieza,Procter & Gamble,294,3281.65,Cusco,Tienda Independiente
2021,7,PLAZA VEA,Casino Galleta,Limpieza,Backus,557,4666.26,Huancayo,Tienda Independiente
2024,5,WONG,Casino Galleta,Higiene,Gloria,264,2182.46,Arequipa,Mayorista
2025,6,MAKRO,San Jorge Arroz,Higiene,Alicorp,905,1422.79,Huancayo,Tienda Independiente
2024,11,MAYORISTA10,Casino Galleta,Higiene,Procter & Gamble,59,2588.66,Lima,Mayorista
2019,2,PLAZA VEA,Ariel Detergente,Bebidas,San Jorge,519,374.7,Piura,Mayorista
2019,8,PLAZA VEA,Inca Kola,Bebidas,San Jorge,778,1176.06,Iquitos,Supermercado
2020,4,MAYORISTA10,Gloria Leche,Limpieza,Nestlé,746,4750.04,Huancayo,Minorista
2022,5,PLAZA VEA,Gloria Leche,Alimentos,San Jorge,505,995.49,Arequipa,Mayorista
2020,1,PLAZA VEA,Ariel Detergente,Alimentos,Backus,910,3591.09,Trujillo,Minorista
2024,8,PLAZA VEA,Donofrio Helado,Bebidas,San Jorge,378,3532.65,Chiclayo,Minorista
2024,4,PLAZA VEA,Galletas Field,Higiene,Backus,720,2473.54,Piura,Mayorista
2019,3,TOTTUS,Donofrio Helado,Alimentos,Alicorp,258,2197.67,Iquitos,Supermercado
2021,9,MAYORISTA10,Ariel Detergente,Bebidas,Gloria,361,4928.93,Cusco,Supermercado
2025,4,MAYORISTA10,Casino Galleta,Limpieza,Nestlé,577,2817.58,Huancayo,Minorista
2019,7,TOTTUS,Gloria Leche,Higiene,Nestlé,641,1937.7,Chiclayo,Mayorista
2020,11,MAKRO,San Jorge Arroz,Higiene,Gloria,923,4542.78,Piura,Tienda Independiente
2020,5,VIVANDA,Galletas Field,Bebidas,Procter & Gamble,207,4664.95,Arequipa,Mayorista
2021,1,PLAZA VEA,Galletas Field,Higiene,Nestlé,666,1212.26,Lima,Mayorista
2019,1,MAKRO,Ariel Detergente,Limpieza,Nestlé,627,2070.72,Huancayo,Tienda Independiente
2024,2,PLAZA VEA,Donofrio Helado,Higiene,Alicorp,449,2260.21,Cusco,Mayorista
2021,5,PLAZA VEA,San Jorge Arroz,Bebidas,Procter & Gamble,168,1218.82,Lima,Minorista
2025,12,PLAZA VEA,Galletas Field,Higiene,San Jorge,647,2808.46,Trujillo,Supermercado
2021,5,PLAZA VEA,Ariel Detergente,Limpieza,Procter & Gamble,613,4187.06,Trujillo,Supermercado
2024,2,MAYORISTA10,Dento,Limpieza,San Jorge,450,3906.56,Trujillo,Mayorista
2021,10,VIVANDA,Dento,Higiene,San Jorge,885,2682.23,Trujillo,Tienda Independiente
2022,12,TOTTUS,Dento,Alimentos,Procter & Gamble,893,273.21,Huancayo,Minorista
2023,6,WONG,Donofrio Helado,Limpieza,Nestlé,708,2519.18,Trujillo,Supermercado
2024,1,WONG,Donofrio Helado,Alimentos,Backus,913,2352.35,Trujillo,Supermercado
2021,12,MAYORISTA10,Casino Galleta,Bebidas,Procter & Gamble,415,4123.13,Iquitos,Supermercado
2021,6,METRO,Casino Galleta,Higiene,San Jorge,983,3264.95,Iquitos,Supermercado
2019,10,TOTTUS,Casino Galleta,Alimentos,Alicorp,496,3744.72,Lima,Minorista
2024,11,MAYORISTA10,Galletas Field,Higiene,Nestlé,717,3944.0,Chiclayo,Tienda Independiente
2022,4,MAKRO,Galletas Field,Alimentos,Nestlé,507,3901.78,Trujillo,Supermercado
2021,1,METRO,Casino Galleta,Higiene,Procter & Gamble,22,4414.68,Trujillo,Tienda Independiente
2022,4,MAKRO,Ariel Detergente,Bebidas,Gloria,806,3237.84,Huancayo,Minorista
2025,7,MAYORISTA10,Ariel Detergente,Alimentos,Nestlé,78,2031.59,Trujillo,Supermercado
2025,9,VIVANDA,Inca Kola,Limpieza,Backus,218,2877.98,Huancayo,Supermercado
2024,6,MAYORISTA10,Casino Galleta,Limpieza,Nestlé,479,2519.72,Iquitos,Tienda Independiente
2022,5,WONG,Gloria Leche,Higiene,Alicorp,881,2501.29,Iquitos,Supermercado
2021,8,MAYORISTA10,Casino Galleta,Limpieza,Alicorp,358,2218.58,Piura,Minorista
2022,3,PLAZA VEA,Casino Galleta,Limpieza,Backus,371,3304.05,Trujillo,Tienda Independiente
2024,1,TOTTUS,Ariel Detergente,Bebidas,Gloria,788,2684.38,Chiclayo,Tienda Independiente
2023,9,WONG,Galletas Field,Limpieza,Backus,531,4510.75,Piura,Supermercado
2022,4,MAYORISTA10,Gloria Leche,Higiene,Procter & Gamble,31,1501.83,Huancayo,Supermercado
2025,4,MAKRO,San Jorge Arroz,Higiene,Alicorp,455,911.05,Lima,Supermercado
2025,9,TOTTUS,Inca Kola,Higiene,Procter & Gamble,191,2452.36,Chiclayo,Minorista
2020,11,MAYORISTA10,Gloria Leche,Bebidas,Procter & Gamble,520,2582.82,Cusco,Supermercado
2023,1,WONG,Dento,Higiene,Procter & Gamble,337,2704.84,Piura,Mayorista
2025,1,METRO,Donofrio Helado,Higiene,Procter & Gamble,232,1297.58,Arequipa,Minorista
2019,12,TOTTUS,Dento,Limpieza,Procter & Gamble,692,4698.14,Huancayo,Supermercado
2024,8,WONG,Inca Kola,Limpieza,Nestlé,367,2390.3,Iquitos,Tienda Independiente
2019,1,WONG,Casino Galleta,Higiene,Gloria,158,4728.75,Piura,Tienda Independiente
2023,10,VIVANDA,Galletas Field,Alimentos,Backus,438,61.94,Lima,Supermercado
2022,5,MAYORISTA10,Gloria Leche,Limpieza,San Jorge,554,1779.77,Huancayo,Mayorista
2019,12,METRO,Casino Galleta,Limpieza,Gloria,830,2837.79,Lima,Tienda Independiente
2019,7,MAYORISTA10,Casino Galleta,Limpieza,Gloria,762,2926.79,Lima,Supermercado
2024,9,TOTTUS,Casino Galleta,Bebidas,Alicorp,145,4521.55,Cusco,Tienda Independiente
2019,5,METRO,Casino Galleta,Alimentos,Procter & Gamble,722,463.22,Huancayo,Supermercado
2023,10,TOTTUS,Donofrio Helado,Alimentos,Alicorp,633,2166.86,Arequipa,Tienda Independiente
2023,5,PLAZA VEA,Inca Kola,Limpieza,Alicorp,290,1607.24,Arequipa,Minorista
2022,8,METRO,San Jorge Arroz,Alimentos,Gloria,803,2026.42,Piura,Tienda Independiente
2021,7,WONG,Gloria Leche,Higiene,San Jorge,545,2830.68,Lima,Supermercado
2019,8,WONG,Gloria Leche,Alimentos,Gloria,875,3430.81,Huancayo,Tienda Independiente
2023,10,METRO,San Jorge Arroz,Higiene,Nestlé,620,3742.6,Iquitos,Supermercado
2022,10,WONG,Galletas Field,Limpieza,Nestlé,514,4740.52,Piura,Minorista
2023,3,VIVANDA,Galletas Field,Higiene,Procter & Gamble,97,426.26,Chiclayo,Tienda Independiente
2024,10,VIVANDA,Gloria Leche,Higiene,Alicorp,397,843.73,Piura,Supermercado
2019,11,TOTTUS,Inca Kola,Limpieza,Procter & Gamble,903,725.45,Huancayo,Minorista
2020,7,METRO,Dento,Alimentos,Procter & Gamble,942,4553.06,Arequipa,Tienda Independiente
2025,6,VIVANDA,Casino Galleta,Alimentos,San Jorge,993,3918.68,Huancayo,Supermercado
2021,9,TOTTUS,Casino Galleta,Limpieza,Nestlé,854,4808.46,Arequipa,Supermercado
2021,2,PLAZA VEA,Casino Galleta,Bebidas,Alicorp,464,3125.34,Cusco,Supermercado
2023,3,MAKRO,Inca Kola,Higiene,Alicorp,729,3641.48,Huancayo,Supermercado
2020,12,WONG,Ariel Detergente,Bebidas,San Jorge,543,4174.66,Iquitos,Supermercado
2021,8,MAYORISTA10,Donofrio Helado,Limpieza,Nestlé,576,2636.92,Iquitos,Tienda Independiente
2021,7,PLAZA VEA,Casino Galleta,Higiene,San Jorge,402,3662.28,Piura,Minorista
2025,2,WONG,San Jorge Arroz,Bebidas,Procter & Gamble,782,3054.72,Chiclayo,Supermercado
2021,6,WONG,Dento,Higiene,Backus,980,4557.59,Arequipa,Tienda Independiente
2019,4,MAYORISTA10,Galletas Field,Higiene,Alicorp,766,458.78,Cusco,Supermercado
2020,5,MAYORISTA10,Casino Galleta,Limpieza,Procter & Gamble,958,1006.98,Chiclayo,Tienda Independiente
2023,12,MAKRO,Donofrio Helado,Bebidas,Nestlé,950,4020.85,Arequipa,Supermercado
2025,9,PLAZA VEA,Galletas Field,Alimentos,Procter & Gamble,53,3777.61,Piura,Mayorista
2024,9,PLAZA VEA,Ariel Detergente,Higiene,San Jorge,632,4148.36,Chiclayo,Minorista
2023,2,MAYORISTA10,Ariel Detergente,Limpieza,Nestlé,732,3563.04,Lima,Supermercado
2024,8,MAKRO,Donofrio Helado,Limpieza,Procter & Gamble,490,286.12,Trujillo,Tienda Independiente
2024,12,PLAZA VEA,Galletas Field,Bebidas,Nestlé,361,2723.93,Trujillo,Supermercado
2024,8,VIVANDA,Gloria Leche,Alimentos,Procter & Gamble,635,2718.56,Arequipa,Tienda Independiente
2022,11,MAYORISTA10,Ariel Detergente,Higiene,Alicorp,635,1929.59,Iquitos,Supermercado
2023,2,TOTTUS,Donofrio Helado,Bebidas,Nestlé,897,2845.17,Piura,Mayorista
2025,7,METRO,Donofrio Helado,Higiene,Gloria,69,4957.5,Arequipa,Minorista
2022,10,PLAZA VEA,San Jorge Arroz,Bebidas,Alicorp,470,3607.61,Chiclayo,Minorista
2021,7,WONG,Casino Galleta,Limpieza,Nestlé,521,298.88,Piura,Mayorista
2020,9,WONG,Ariel Detergente,Bebidas,San Jorge,483,2990.07,Huancayo,Mayorista
2021,11,MAYORISTA10,Galletas Field,Bebidas,Alicorp,199,407.56,Chiclayo,Tienda Independiente
2020,12,MAKRO,Casino Galleta,Alimentos,Procter & Gamble,585,2086.97,Huancayo,Mayorista
2025,4,PLAZA VEA,San Jorge Arroz,Bebidas,Procter & Gamble,605,1429.02,Arequipa,Supermercado
2024,7,MAKRO,Donofrio Helado,Higiene,San Jorge,289,4691.82,Trujillo,Minorista
2025,11,METRO,Donofrio Helado,Bebidas,Gloria,797,3429.23,Lima,Tienda Independiente
2021,12,MAKRO,Inca Kola,Higiene,Alicorp,213,2361.05,Huancayo,Minorista
2019,10,PLAZA VEA,Gloria Leche,Higiene,Backus,577,2701.08,Huancayo,Mayorista
2021,8,MAYORISTA10,Dento,Limpieza,Backus,356,2736.93,Arequipa,Minorista
2022,12,MAYORISTA10,Galletas Field,Alimentos,Gloria,521,1588.45,Chiclayo,Supermercado
2021,8,WONG,Dento,Bebidas,Alicorp,279,3136.14,Arequipa,Tienda Independiente
2025,10,MAKRO,Inca Kola,Higiene,Backus,911,3925.42,Arequipa,Tienda Independiente
2024,8,METRO,Galletas Field,Limpieza,Backus,654,3160.68,Arequipa,Tienda Independiente
2025,10,PLAZA VEA,Dento,Alimentos,Procter & Gamble,529,2383.48,Trujillo,Minorista
2025,7,METRO,Ariel Detergente,Higiene,Gloria,626,2462.29,Iquitos,Minorista
2021,11,VIVANDA,Gloria Leche,Alimentos,Procter & Gamble,985,3005.84,Arequipa,Minorista
2024,2,TOTTUS,Inca Kola,Bebidas,Nestlé,632,2686.7,Arequipa,Minorista
2020,7,METRO,Gloria Leche,Alimentos,Procter & Gamble,422,1700.89,Chiclayo,Supermercado
2021,7,MAKRO,Inca Kola,Limpieza,Procter & Gamble,446,3039.42,Huancayo,Tienda Independiente
2019,5,MAKRO,Casino Galleta,Limpieza,Backus,607,4867.92,Huancayo,Supermercado
2020,4,WONG,Ariel Detergente,Alimentos,Procter & Gamble,912,3364.64,Arequipa,Mayorista
2023,11,METRO,Inca Kola,Alimentos,Alicorp,253,1866.67,Arequipa,Minorista
2020,2,MAKRO,Casino Galleta,Alimentos,Nestlé,246,3510.42,Trujillo,Supermercado
2022,6,TOTTUS,Dento,Alimentos,Nestlé,564,3618.8,Huancayo,Minorista
2024,7,TOTTUS,Gloria Leche,Higiene,Backus,75,1749.93,Iquitos,Mayorista
2025,9,WONG,San Jorge Arroz,Bebidas,Alicorp,738,3528.78,Lima,Minorista
2022,2,PLAZA VEA,Inca Kola,Bebidas,Procter & Gamble,236,1761.9,Huancayo,Supermercado
2021,1,TOTTUS,Galletas Field,Limpieza,Nestlé,959,1539.16,Piura,Supermercado
2023,4,MAYORISTA10,Inca Kola,Bebidas,Nestlé,63,3491.06,Huancayo,Tienda Independiente
2022,12,VIVANDA,Ariel Detergente,Limpieza,Nestlé,571,3952.15,Cusco,Minorista
2023,8,TOTTUS,Dento,Bebidas,San Jorge,263,4993.84,Huancayo,Minorista
2020,7,WONG,Inca Kola,Limpieza,San Jorge,375,4624.52,Lima,Supermercado
2019,3,VIVANDA,Ariel Detergente,Bebidas,Nestlé,90,1702.76,Cusco,Supermercado
2019,8,MAKRO,Galletas Field,Alimentos,San Jorge,945,3523.61,Trujillo,Minorista
2021,5,METRO,Inca Kola,Limpieza,Backus,775,4879.5,Huancayo,Minorista
2025,4,MAYORISTA10,Ariel Detergente,Higiene,Backus,936,3191.65,Chiclayo,Supermercado
2022,7,WONG,Gloria Leche,Limpieza,Alicorp,415,4621.89,Iquitos,Minorista
2021,4,METRO,Galletas Field,Limpieza,Nestlé,958,1737.13,Piura,Mayorista
2022,2,MAYORISTA10,Ariel Detergente,Bebidas,Gloria,120,1772.32,Piura,Supermercado
2024,1,VIVANDA,Donofrio Helado,Higiene,Backus,872,375.38,Arequipa,Supermercado
2020,1,PLAZA VEA,Galletas Field,Higiene,San Jorge,400,3240.28,Huancayo,Supermercado
2025,2,PLAZA VEA,Galletas Field,Bebidas,Gloria,15,1057.19,Arequipa,Tienda Independiente
2024,12,METRO,Casino Galleta,Bebidas,Procter & Gamble,986,484.27,Trujillo,Minorista
2020,7,WONG,Gloria Leche,Limpieza,San Jorge,985,1182.23,Iquitos,Supermercado
2019,10,VIVANDA,Donofrio Helado,Limpieza,Procter & Gamble,958,1425.88,Cusco,Minorista
2020,10,MAKRO,Ariel Detergente,Alimentos,Nestlé,986,3232.96,Chiclayo,Supermercado
2022,6,VIVANDA,Gloria Leche,Alimentos,Gloria,848,2513.66,Arequipa,Minorista
2020,4,MAYORISTA10,Donofrio Helado,Limpieza,Nestlé,708,1543.9,Iquitos,Minorista
2020,1,MAKRO,Gloria Leche,Bebidas,Nestlé,884,1556.31,Piura,Minorista
2024,10,MAKRO,Inca Kola,Limpieza,Backus,265,2179.56,Iquitos,Supermercado
2022,10,WONG,Gloria Leche,Higiene,Backus,781,4029.66,Arequipa,Minorista
2021,9,MAYORISTA10,Casino Galleta,Bebidas,Gloria,759,3121.95,Arequipa,Supermercado
2019,5,MAYORISTA10,Inca Kola,Limpieza,Nestlé,806,3869.17,Lima,Tienda Independiente
2019,10,VIVANDA,San Jorge Arroz,Limpieza,Backus,473,4993.75,Arequipa,Tienda Independiente
2020,5,WONG,Gloria Leche,Bebidas,Alicorp,803,720.88,Iquitos,Supermercado
2025,12,MAKRO,Ariel Detergente,Higiene,San Jorge,638,3563.92,Piura,Supermercado
2024,11,WONG,Casino Galleta,Higiene,San Jorge,93,3801.34,Piura,Supermercado
2021,2,VIVANDA,San Jorge Arroz,Alimentos,Nestlé,905,2389.86,Piura,Supermercado
2022,8,MAKRO,Inca Kola,Alimentos,Backus,823,2217.57,Lima,Supermercado
2020,10,WONG,Galletas Field,Limpieza,Nestlé,458,3329.99,Trujillo,Supermercado
2020,5,METRO,Inca Kola,Bebidas,Nestlé,272,4722.16,Piura,Minorista
2019,5,MAKRO,Dento,Higiene,Alicorp,966,2718.08,Iquitos,Supermercado
2025,2,WONG,Gloria Leche,Higiene,Gloria,16,2275.06,Lima,Supermercado
2025,7,PLAZA VEA,Ariel Detergente,Higiene,Backus,191,3897.84,Trujillo,Tienda Independiente
2020,10,TOTTUS,Dento,Higiene,Gloria,895,4911.06,Huancayo,Supermercado
2025,7,TOTTUS,Gloria Leche,Higiene,Alicorp,882,324.08,Iquitos,Mayorista
2024,2,VIVANDA,Casino Galleta,Alimentos,Nestlé,241,1753.53,Arequipa,Minorista
2020,4,METRO,Inca Kola,Higiene,Alicorp,808,3187.66,Chiclayo,Tienda Independiente
2019,11,MAYORISTA10,Casino Galleta,Higiene,San Jorge,54,3350.43,Cusco,Tienda Independiente
2019,7,TOTTUS,Casino Galleta,Limpieza,San Jorge,135,2702.05,Iquitos,Minorista
2020,11,TOTTUS,Dento,Bebidas,Nestlé,836,4942.64,Lima,Mayorista
2020,12,METRO,Ariel Detergente,Bebidas,Backus,698,889.53,Iquitos,Mayorista
2021,4,VIVANDA,Casino Galleta,Alimentos,Gloria,16,4198.03,Trujillo,Minorista
2022,4,WONG,San Jorge Arroz,Alimentos,Nestlé,211,3263.55,Iquitos,Supermercado
2019,3,WONG,Casino Galleta,Bebidas,Nestlé,594,4398.98,Lima,Tienda Independiente
2020,2,VIVANDA,San Jorge Arroz,Limpieza,Alicorp,551,702.72,Chiclayo,Minorista
2021,8,MAKRO,Casino Galleta,Bebidas,Backus,775,2152.98,Iquitos,Supermercado
2019,12,MAYORISTA10,Casino Galleta,Alimentos,Alicorp,16,237.39,Piura,Supermercado
2020,7,METRO,San Jorge Arroz,Higiene,San Jorge,54,513.74,Trujillo,Mayorista
2024,6,TOTTUS,Inca Kola,Alimentos,Nestlé,87,974.69,Arequipa,Supermercado
2024,6,WONG,Casino Galleta,Alimentos,Gloria,11,2498.53,Trujillo,Tienda Independiente
2024,6,VIVANDA,Ariel Detergente,Alimentos,Procter & Gamble,285,4944.13,Arequipa,Tienda Independiente
2023,10,MAKRO,Inca Kola,Limpieza,Backus,216,3055.45,Piura,Minorista
2025,4,PLAZA VEA,Inca Kola,Higiene,Gloria,480,462.49,Iquitos,Supermercado
2019,6,METRO,Gloria Leche,Higiene,Nestlé,94,4241.23,Arequipa,Tienda Independiente
2022,5,VIVANDA,Galletas Field,Bebidas,Nestlé,744,3299.88,Chiclayo,Supermercado
2021,12,WONG,Galletas Field,Higiene,Nestlé,916,2653.73,Chiclayo,Supermercado
2025,5,METRO,Dento,Alimentos,Nestlé,782,3006.27,Piura,Minorista
2020,9,MAYORISTA10,Casino Galleta,Higiene,Gloria,383,2511.39,Huancayo,Mayorista
2024,8,VIVANDA,Donofrio Helado,Limpieza,Nestlé,241,4054.41,Trujillo,Supermercado
2025,11,PLAZA VEA,Inca Kola,Bebidas,Gloria,661,1016.68,Trujillo,Mayorista
2021,8,WONG,Galletas Field,Higiene,San Jorge,16,4744.91,Chiclayo,Minorista
2022,10,WONG,Dento,Limpieza,Nestlé,219,1570.51,Huancayo,Tienda Independiente
2022,3,TOTTUS,Ariel Detergente,Bebidas,Nestlé,275,3395.9,Arequipa,Minorista
2025,4,MAYORISTA10,Donofrio Helado,Bebidas,Nestlé,691,4306.03,Cusco,Supermercado
2023,2,TOTTUS,San Jorge Arroz,Limpieza,San Jorge,418,427.61,Huancayo,Supermercado
2024,1,VIVANDA,Casino Galleta,Higiene,San Jorge,282,2258.18,Cusco,Minorista
2019,2,METRO,Donofrio Helado,Higiene,Alicorp,144,2632.8,Trujillo,Mayorista
2020,11,MAYORISTA10,Ariel Detergente,Higiene,Backus,501,1473.47,Arequipa,Minorista
2019,9,MAKRO,Inca Kola,Higiene,San Jorge,417,4481.33,Lima,Tienda Independiente
2021,2,PLAZA VEA,Dento,Limpieza,Backus,300,3911.34,Piura,Mayorista
2020,10,METRO,Dento,Limpieza,Backus,764,1482.66,Iquitos,Mayorista
2023,2,VIVANDA,Dento,Alimentos,Backus,73,1453.74,Piura,Supermercado
2023,11,VIVANDA,Donofrio Helado,Limpieza,Alicorp,332,1176.42,Huancayo,Minorista
2021,6,MAYORISTA10,Donofrio Helado,Alimentos,Procter & Gamble,405,4150.31,Iquitos,Tienda Independiente
2024,2,WONG,Gloria Leche,Bebidas,Gloria,72,23.75,Cusco,Supermercado
2025,10,TOTTUS,Dento,Bebidas,Nestlé,426,2324.67,Piura,Tienda Independiente
2021,11,MAKRO,Galletas Field,Alimentos,Nestlé,900,871.86,Trujillo,Mayorista
2020,3,MAKRO,Galletas Field,Limpieza,Procter & Gamble,339,4479.35,Iquitos,Supermercado
2023,8,PLAZA VEA,San Jorge Arroz,Alimentos,Nestlé,770,2728.35,Iquitos,Mayorista
2020,5,PLAZA VEA,Dento,Bebidas,Gloria,519,583.57,Lima,Mayorista
2024,11,WONG,Dento,Limpieza,Nestlé,485,930.42,Arequipa,Tienda Independiente
2023,11,MAYORISTA10,Galletas Field,Alimentos,Nestlé,929,4205.71,Trujillo,Supermercado
2019,5,PLAZA VEA,Inca Kola,Alimentos,Nestlé,276,1409.32,Cusco,Tienda Independiente
2020,9,METRO,Inca Kola,Higiene,Backus,804,2598.16,Cusco,Minorista
2024,2,WONG,Donofrio Helado,Alimentos,Alicorp,249,4793.77,Iquitos,Minorista
2019,7,PLAZA VEA,Dento,Alimentos,Alicorp,145,3177.18,Trujillo,Tienda Independiente
2025,4,TOTTUS,Ariel Detergente,Alimentos,Nestlé,828,1159.44,Lima,Minorista
2024,9,MAYORISTA10,San Jorge Arroz,Higiene,Nestlé,198,1240.22,Arequipa,Supermercado
2022,3,METRO,Ariel Detergente,Bebidas,Nestlé,269,357.29,Arequipa,Mayorista
2024,10,METRO,Galletas Field,Bebidas,Nestlé,75,264.3,Piura,Supermercado
2025,4,MAYORISTA10,Galletas Field,Alimentos,Nestlé,272,3764.57,Chiclayo,Supermercado
2021,10,VIVANDA,Inca Kola,Limpieza,Nestlé,548,3604.37,Cusco,Tienda Independiente
2025,2,MAYORISTA10,Ariel Detergente,Limpieza,Alicorp,673,1189.96,Iquitos,Tienda Independiente
2020,7,MAKRO,Galletas Field,Bebidas,San Jorge,745,4775.23,Huancayo,Mayorista
2023,5,TOTTUS,Casino Galleta,Alimentos,Alicorp,529,4300.6,Chiclayo,Minorista
2025,10,MAYORISTA10,Inca Kola,Bebidas,Procter & Gamble,819,3098.89,Lima,Minorista
2019,10,MAKRO,Inca Kola,Limpieza,Alicorp,422,3852.94,Iquitos,Tienda Independiente
2020,8,VIVANDA,Galletas Field,Limpieza,Backus,698,4210.83,Huancayo,Mayorista
2024,3,MAYORISTA10,Ariel Detergente,Bebidas,Nestlé,160,497.7,Iquitos,Supermercado
2019,9,WONG,Dento,Higiene,Backus,21,4227.36,Piura,Mayorista
2022,11,MAYORISTA10,Donofrio Helado,Limpieza,Nestlé,544,4273.68,Cusco,Tienda Independiente
2021,3,MAYORISTA10,San Jorge Arroz,Bebidas,Procter & Gamble,147,984.0,Chiclayo,Mayorista
2024,1,MAYORISTA10,Ariel Detergente,Higiene,Procter & Gamble,40,1734.07,Chiclayo,Minorista
2022,11,WONG,Ariel Detergente,Higiene,Backus,801,717.8,Trujillo,Mayorista
2019,2,MAKRO,Donofrio Helado,Alimentos,Gloria,21,1596.45,Trujillo,Supermercado
2022,5,MAYORISTA10,San Jorge Arroz,Limpieza,Alicorp,113,4737.52,Iquitos,Tienda Independiente
2020,9,VIVANDA,Gloria Leche,Alimentos,Procter & Gamble,758,2812.92,Chiclayo,Mayorista
2020,10,PLAZA VEA,Ariel Detergente,Alimentos,Nestlé,178,3944.31,Iquitos,Minorista
2020,5,MAYORISTA10,Galletas Field,Alimentos,San Jorge,158,1980.65,Trujillo,Mayorista
2019,9,TOTTUS,Ariel Detergente,Alimentos,Nestlé,653,3999.59,Arequipa,Supermercado
2021,9,METRO,Inca Kola,Limpieza,Procter & Gamble,326,2320.0,Piura,Mayorista
2022,2,METRO,Donofrio Helado,Higiene,Alicorp,887,3171.0,Lima,Supermercado
2024,3,TOTTUS,Gloria Leche,Limpieza,Nestlé,381,759.36,Huancayo,Mayorista
2025,7,TOTTUS,Dento,Limpieza,Backus,667,1192.78,Lima,Mayorista
2022,5,VIVANDA,Ariel Detergente,Higiene,Alicorp,301,1897.3,Lima,Minorista
2019,12,MAYORISTA10,San Jorge Arroz,Limpieza,Alicorp,860,1376.73,Arequipa,Minorista
2020,7,METRO,Inca Kola,Limpieza,Gloria,913,1358.29,Lima,Minorista
2020,4,TOTTUS,Dento,Bebidas,Backus,540,4640.94,Chiclayo,Tienda Independiente
